date,prec,prec_var,flow_obs,flow_sim,pet,tmin,tmean,tmax,srad,vprp
1981-10-25,4.155,11.039,2.01,2.003,2.899,10.399,14.056,17.713,17.109,12.502
1981-10-26,2.172,5.616,1.765,2.12,3.038,11.007,15.085,19.163,18.145,12.469
1981-10-27,5.621,52.578,1.192,2.028,3.448,10.68,15.41,20.141,18.73,13.079
1981-10-28,11.04,69.066,1.69,1.902,3.194,10.122,14.742,19.362,17.177,13.334
1981-10-29,2.048,4.053,3.053,1.923,3.038,10.366,14.674,18.983,17.389,13.263
1981-10-30,5.786,32.136,1.769,1.974,2.832,10.848,14.91,18.973,17.156,13.84
1981-10-31,8.18,13.671,1.99,1.954,2.562,10.661,14.557,18.452,13.396,13.665
1981-11-01,0.693,0.539,2.633,2.199,3.049,9.802,14.461,19.12,17.428,13.428
1981-11-02,3.26,7.006,1.722,2.009,3.618,9.286,14.587,19.888,21.71,12.057
1981-11-03,1.826,3.025,1.281,1.777,3.233,9.335,13.955,18.576,22.27,10.566
1981-11-04,2.954,15.787,1.311,1.501,2.836,10.453,14.325,18.197,16.337,13.099
1981-11-05,0.291,0.143,0.974,1.273,3.689,10.34,15.042,19.743,19.407,12.844
1981-11-06,3.475,9.021,0.843,1.088,3.698,10.395,15.281,20.167,17.098,13.35
1981-11-07,8.119,15.249,0.876,0.968,2.79,10.609,14.596,18.583,17.285,13.407
1981-11-08,8.558,23.52,1.151,1.004,3.27,10.125,14.837,19.55,19.221,13.423
1981-11-09,17.297,112.101,1.185,1.266,2.65,10.699,14.496,18.293,16.207,13.364
1981-11-10,1.211,1.253,1.661,1.671,3.374,10.578,14.697,18.815,22.544,12.114
1981-11-11,0.234,0.04,1.387,1.927,2.854,9.948,13.087,16.226,19.343,11.671
1981-11-12,0.29,0.093,1.102,1.792,3.395,10.368,14.079,17.791,18.629,12.211
1981-11-13,0.51,0.25,0.888,1.459,3.352,10.536,14.991,19.446,19.859,12.655
1981-11-14,0.108,0.009,0.846,1.13,3.099,11.011,14.937,18.862,20.63,12.365
1981-11-15,0.132,0.012,0.786,0.854,3.121,10.865,14.678,18.491,15.332,12.142
1981-11-16,0.139,0.012,0.672,0.641,3.986,9.913,14.528,19.143,20.084,12.022
1981-11-17,0.111,0.007,0.738,0.492,4.203,8.357,14.238,20.118,21.868,11.41
1981-11-18,0.406,0.166,0.692,0.375,4.217,6.981,13.49,20,22.692,11.716
1981-11-19,0.677,0.487,0.608,0.297,4.457,8.78,14.494,20.209,23.475,10.822
1981-11-20,0.11,0.008,0.554,0.257,4.092,9.863,14.827,19.791,20.895,10.406
1981-11-21,0.108,0.007,0.545,0.235,3.99,7.945,13.445,18.945,24.945,9.953
1981-11-22,0.067,0.003,0.531,0.22,4.091,8.854,14.583,20.312,25.267,9.311
1981-11-23,0.218,0.033,0.503,0.201,4.067,9.067,14.655,20.243,20.842,11.096
1981-11-24,4.031,16.44,0.491,0.19,3.395,10.501,14.835,19.168,17.245,12.28
1981-11-25,2.319,10.324,0.534,0.225,2.921,10.625,14.944,19.263,16.192,13.091
1981-11-26,9.103,40.205,0.544,0.298,2.991,11.334,14.977,18.62,14.049,13.389
1981-11-27,10.705,24.644,0.736,0.488,2.271,11.321,14.583,17.846,10.888,13.588
1981-11-28,0.376,0.129,1.652,0.813,2.602,10.788,14.842,18.897,17.218,12.791
1981-11-29,0.088,0.007,1.089,1.047,3.671,9.988,14.67,19.352,22.912,10.924
1981-11-30,0.031,0.001,0.815,1.014,3.956,8.947,14.213,19.479,24.313,10.745
1981-12-01,0.225,0.029,0.646,1.117,3.634,7.875,13.712,19.549,21.161,11.568
1981-12-02,0.837,0.276,0.591,0.883,3.314,10.189,15.111,20.032,17.087,12.898
1981-12-03,0.956,0.667,0.59,0.707,2.508,10.804,14.781,18.758,14.939,12.974
1981-12-04,1.544,1.723,0.624,0.601,3.058,10.979,15.256,19.533,15.246,13.109
1981-12-05,1.858,2.192,0.619,0.527,3.093,10.323,15.455,20.587,15.492,13.783
1981-12-06,1.113,1.242,0.655,0.505,2.318,10.629,14.623,18.616,12.977,12.938
1981-12-07,0.28,0.104,0.715,0.509,2.795,10.923,15.126,19.328,14.74,13.435
1981-12-08,0.186,0.024,0.991,0.496,2.904,11.681,15.153,18.626,15.42,13.703
1981-12-09,2.645,5.418,0.858,0.466,2.978,12.216,16.109,20.001,17.103,13.474
1981-12-10,5.793,7.797,1.098,0.471,2.759,11.937,15.912,19.886,16.117,13.623
1981-12-11,4.901,13.404,0.869,0.568,2.834,11.582,15.443,19.305,16.192,13.468
1981-12-12,1.947,2.767,0.84,0.702,2.694,11.271,15.08,18.888,16.666,13.168
1981-12-13,4.263,6.395,0.699,0.821,3.198,10.704,14.976,19.248,18.014,13.402
1981-12-14,3.617,3.787,1.391,0.9,3.047,10.526,15.243,19.961,18.768,13.868
1981-12-15,2.824,5.001,1.297,0.956,2.899,10.301,14.874,19.448,17.185,13.377
1981-12-16,3.074,10.269,1.43,0.98,2.829,10.759,15.167,19.576,14.892,13.36
1981-12-17,1.565,3.259,1.297,0.985,2.367,11.297,14.997,18.696,16.058,13.374
1981-12-18,0.823,0.185,1.345,0.986,2.897,10.654,15.216,19.777,17.113,13.468
1981-12-19,0.847,0.31,1.274,0.951,3.128,10.145,14.974,19.803,17.171,13.843
1981-12-20,1.76,1.978,1.192,0.858,3.143,9.715,14.999,20.284,17.677,13.731
1981-12-21,1.703,1.396,1.598,0.772,3.025,10.173,15.032,19.891,20.169,12.078
1981-12-22,3.038,7.068,1.445,0.711,3.271,10.961,15.429,19.896,17.976,13.13
1981-12-23,2.035,10.339,1.266,0.688,3.088,9.806,14.465,19.124,16.884,13.642
1981-12-24,2.339,2.642,1.244,0.687,3.181,11.058,15.316,19.573,15.737,13.592
1981-12-25,2.257,13.463,1.272,0.693,2.979,11.179,14.783,18.387,14.925,13.893
1981-12-26,0.386,0.133,1.491,0.708,3.484,10.154,14.973,19.793,16.381,13.662
1981-12-27,0.481,0.214,1.318,0.712,3.22,10.274,14.936,19.598,16.789,13.401
1981-12-28,3.427,10.555,1.146,0.684,3.275,11.666,15.935,20.205,16.062,13.984
1981-12-29,1.929,1.756,1.183,0.666,2.619,10.909,14.58,18.252,15.664,13.738
1981-12-30,0.73,0.835,1.835,0.684,3.588,8.313,14.751,21.189,22.033,13.254
1981-12-31,0.069,0.002,1.535,0.684,4.288,8.874,15.126,21.377,23.826,12.104
